tcga_cancer	gene_name	Oncogene..o..or.Tumour.Supp.t.	Transcript_id	mean	median	std	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_PROTEIN_SECRETION	HALLMARK_ANDROGEN_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_MTORC1_SIGNALING	HALLMARK_PANCREAS_BETA_CELLS	HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_MYC_TARGETS_V1	HALLMARK_ANGIOGENESIS	HALLMARK_KRAS_SIGNALING_UP	HALLMARK_PEROXISOME	HALLMARK_HYPOXIA	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_COAGULATION	HALLMARK_APICAL_SURFACE	HALLMARK_COMPLEMENT	HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_CHOLESTEROL_HOMEOSTASIS	HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_APOPTOSIS	HALLMARK_GLYCOLYSIS	HALLMARK_ESTROGEN_RESPONSE_LATE	HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_BILE_ACID_METABOLISM	HALLMARK_SPERMATOGENESIS	HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_FATTY_ACID_METABOLISM	HALLMARK_UV_RESPONSE_DN	HALLMARK_TGF_BETA_SIGNALING	HALLMARK_E2F_TARGETS	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UV_RESPONSE_UP	HALLMARK_ADIPOGENESIS	HALLMARK_PI3K_AKT_MTOR_SIGNALING	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_G2M_CHECKPOINT	HALLMARK_NOTCH_SIGNALING	HALLMARK_ESTROGEN_RESPONSE_EARLY	HALLMARK_P53_PATHWAY	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	HALLMARK_HEME_METABOLISM	HALLMARK_KRAS_SIGNALING_DN	HALLMARK_MYOGENESIS	HALLMARK_APICAL_JUNCTION	HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_DNA_REPAIR	HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_MYC_TARGETS_V2	HALLMARK_MITOTIC_SPINDLE
HNSC	 CASC9	o	ENST00000522183.1	0.103978932170132	0.0651129833911034	0.129887511694361	1.35136502790688	1.32920525918637	1.77734700736874	1.33689443896853	-0.517754878010353	1.27222110564291	1.08990586761775	0.457029251281095	0.706557258163886	1.43934509809305	1.11158300001243	0.965501332961328	1.19192510590606	1.27753283231977	1.49048020182242	1.12420412574957	1.60120768908034	1.50015055245793	1.14864997824976	-0.919201722104965	0.852813770109427	0.952083873347274	0.785438734334881	1.81150603106252	1.42794576761455	-0.696883483637111	0.853420027789888	-1.27780247975905	-1.22982856420324	-1.52794507324388	0.882956414290716	-1.15635501400756	0.80196547824571	-2.95053018652626	-2.01487285332332	-1.70231776362462	1.38151603284646	-1.61422783372094	-1.42388782391203	-1.97073008392232	-0.979562004018049	-0.969526805338628	1.03502090998455	-2.83049918704241	-2.81319116414277	-2.76636397431372	-1.86766503593757	-3.38619444785082	-1.72517079030949	-3.96009606201568
PRAD	 CBR3-AS1	o	ENST00000427491.1	0.71189359213904	0.510348627599653	0.769132156310601	-1.31782652598145	-1.84256280060065	-1.09106079689344	1.99023532673361	1.6907918526576	1.70619028444037	-0.843974940951508	-1.03685375201063	2.63139650729344	-1.51999946513953	-2.40638462184056	-1.59895516945223	-0.83835267211162	0.944653287598552	-0.517650819116166	-1.28258379850411	0.869164537599535	0.560317502253347	-1.72324100822328	-1.32933056163081	-0.808113635814266	0.722000976375337	-0.97677129302081	-1.55179053573556	1.27880265468986	-0.840498050982493	-0.88446502741051	-0.812721331406075	-1.98360060887454	-2.42924312834779	-2.5087563799427	-0.884155597402506	-0.97599689956954	-1.74926578214181	-1.40629668503774	-1.61452822361005	-1.99485152255839	-2.10686549523656	-1.50054811511745	-1.56878750714759	-2.13939263287035	-1.54113717919117	-1.48147467496795	-1.95400191666538	-1.46424914327383	-2.16690131507762	-2.19220651659218	-1.59941517142142	-1.96560281734117	-2.15236248115641
LUAD	 CCAT1	o	ENST00000500112.1	0.00602084112850813	0	0.0720160691383032	1.32988165160578	-2.1274431831915	0.66549499642005	-1.33640134011917	0.967989232330753	1.03199054024516	-1.66152483014255	0.848081255285872	1.25672277730216	1.73600903098237	-2.08511451643614	0.79423000684967	1.75764567024523	1.90181246966756	1.1957535631504	-1.87800638534578	1.18008615189704	0.781339391546442	1.68566542126087	1.61401000736084	1.47613018112067	1.25981785367988	1.006497276556	1.75704870800363	0.871365943065086	1.73390436177273	1.51077088264016	1.22327914587821	0.848443187077929	1.05441984001622	1.03109981942339	1.67042907793291	1.23145652293644	1.62455738217719	0.977237816993234	1.92038740979593	1.26634300333901	1.60915589997595	1.56056263003122	1.60904322833402	0.949256008798273	1.18489582722959	1.70022945356387	2.40100456543038	0.941590997176865	2.62304637554982	2.26986107693078	1.3958820413225	2.27927695195021	1.97706041878713
BRCA	 CDKN2B-AS1	o	ENST00000455933.6	0.021847218422589	0	0.069568312907747	2.96690227555814	2.33900248416228	2.50122510886643	0.999067779543617	1.6253909916364	2.5186238131635	2.84837262228553	1.71054771195518	0.84605551628054	0.757366939032069	1.96859889309595	-1.31575444645117	1.80486124582019	2.48698553089072	0.93113832309502	-1.0132146947041	1.02792371638124	1.11913399588223	1.13623367989196	0.440638252449076	-1.29367149446704	1.53993958266929	-1.17183352311012	0.935088377127165	1.96302555126166	0.802125676905663	1.03567407588183	1.16120678081952	-1.37537877562693	-1.30644938557529	1.58879662029458	-0.956029172173851	1.37437507336302	-1.03417488130599	-1.32656874735358	-1.48764057737479	-1.26924090667184	1.01793800206196	-1.67234447634151	-1.60505116729045	-1.45876721122472	-1.4588580367391	-1.10019057592461	-1.61702509070204	-1.74659332088962	-1.87998850625083	-1.52864062479349	-2.383714852802	-1.06692613984351	-2.12933313972757
OV	 CRNDE	o	ENST00000502066.6	0.686794458766898	0.256416376877527	1.06530573399334	3.7765598105233	2.7028288799515	2.86410362465643	2.03517172948611	2.19212434028397	2.0875621639308	1.76695888671089	1.00753444641805	2.3785711066062	1.23981017080468	1.88956831788149	1.56018053866455	2.12161008672484	1.83772850320602	1.98062021822561	2.03621543530737	1.0938242381935	1.28205496504665	1.64729892351783	1.42620560312842	1.2764412788377	1.01211069262988	-0.898444051017373	-0.941344977863895	-0.544739863246266	1.11926169365598	0.848019635051263	0.853242661161058	-0.869462856550654	0.905473086016671	-1.41150253458108	0.894240087632959	-0.911881943473401	-0.661680308512741	-0.81636582597356	-0.776242346315619	0.750334818401938	-0.689874181882098	-1.13023355273688	-1.00497120990918	0.92960682501286	-0.751122755197767	-1.50111220263279	-1.26696652578899	-1.18114809404554	-1.17062246744361	-0.930638933977087	-1.41565378774071	-1.76750571077645	-1.61606298709973
PRAD	 CTBP1-AS	o	ENST00000625256.1	1.63401362967599	1.03071669519065	1.91135858716778	1.6627795231148	1.34496891075873	1.01278311479689	0.865733347020619	0.644696303502679	0.580994150763858	-0.585001485017946	-0.900456757082845	-0.959912335994164	-1.0520752001866	-1.07670608141287	-1.08331761058919	-1.11869117205576	-1.12699779858992	-1.13020168276594	-1.23197703393453	-1.2958838373033	-1.31500066569272	-1.32497733519596	-1.35104178403098	-1.44459718199185	-1.45640718052754	-1.50911983312616	-1.53259898623036	-1.53942727813252	-1.63970611345155	-1.68429585477248	-1.82596475010797	-1.96628582576156	-1.98243728422284	-1.98750100744327	-2.09173600746843	-2.10469170102732	-2.12040971060192	-2.12046428028432	-2.23120139386656	-2.26782355543508	-2.283959945825	-2.34362568333135	-2.35732035160692	-2.38448514112217	-2.45672323323139	-2.46531183049257	-2.58558901211497	-2.61336252146149	-2.62503313328342	-2.63906489052847	-2.65404128712079	-2.6644243668198	-3.07972583854459
PRAD	 DANCR	o	ENST00000411630.6	11.5846912783678	10.5892410990757	9.53577381197741	3.28314545039213	2.85592828230741	-0.663124384232908	1.65210811181428	2.87136858819753	3.43580915344736	2.08119020757103	1.58332694036071	2.23384561945337	1.01510869508573	-1.16251984609231	-1.62126331065706	-1.09022608997189	1.1287595520793	-1.25137326604639	-1.74892192501943	0.859275746265385	-1.00915844512485	-1.01632209788164	-1.83773267125089	-1.78194371493961	0.838741063546738	2.22717151140636	-1.63117427771837	-1.05229349648232	-1.0277737935613	-1.84536344740122	-1.34365817711611	-2.07328560712471	-0.751130672472262	-1.94186878451391	-1.62137339413591	-1.06828765077959	-2.18322611971455	-1.93099881720212	-2.30665792842729	-2.20738173737408	-2.18637065896642	-2.22543320515114	-1.39658379137557	-2.69792286283902	-2.25807693110109	-2.57911745711698	-2.34761928197137	-2.41196159342089	-3.02397913372962	-2.49538331082199	-1.89574038596296	-2.33921059731202	-2.96098355460657
LAML	 DLEU2	t	ENST00000425586.5	1.33595804500666	0.946558563980358	1.22407193451463	-1.28971120067141	-2.33547046908382	-0.739621912713237	1.94569442456523	1.48311292726633	1.1486871724534	1.0046987786457	1.93002857461044	1.07057029800343	1.4819771204276	1.46774595879179	-1.73172907454242	1.84656187545349	1.64605641092432	1.18267458186207	1.09308685908649	1.44330347073237	0.831692604391411	1.15310078582629	1.95382964916009	1.31534676372719	1.46147984103835	-1.43782556995971	-0.914904172888514	0.832693701827907	0.842286457357108	0.892896027501924	0.873182428456398	1.07463389134699	-2.1588565367811	-1.173138098114	1.91387970392269	-1.55754822761005	-1.46840468269047	-0.832222879856781	0.749270142857841	-1.16887321572182	-0.919603546029573	-2.10820222893247	-2.53839924218366	0.793913688029494	0.895858876373509	-0.931390928208282	-1.54596610658348	-2.42374887543955	-4.17188709735296	-3.49367742939173	-2.82784521881994	-0.786862615536321	-3.77543517760755
PRAD	 DRAIC	t	ENST00000559477.2	2.26453505964247	0.906007139731369	3.41911123550527	0.699205637047046	-1.22553745058853	-1.11162409129349	1.78464625821694	2.05646414192854	2.66341296378993	1.34751928753673	-0.8527897881041	3.03844317101067	0.780652596467221	-2.22792941540716	-1.9975978500698	-0.745358905475117	1.30648633199566	1.08909513788256	-1.79920207765106	1.32619977914206	0.902430111546452	-1.50451689828597	-1.6762027707403	-1.35769649164905	0.891165468799101	1.88127107246588	-1.34475655379201	1.53969434271281	1.41574621398963	-1.17902923007839	-1.06069777773448	-1.80369950327604	-1.21393195806582	-2.77007414258509	-1.18922961016735	1.23051825683222	-2.12826495020681	-1.77304253620279	-1.09896350292212	-1.90649829836793	-1.87525921924069	-1.25595332766265	-1.65021018640707	-2.28501763232341	-1.60933951088471	-1.36526448006543	-1.55653821784649	-1.45189306293266	-2.12371300583135	-2.09788650490402	-1.68359740399719	-1.75660605420087	-2.32438181248177
BRCA	 DSCAM-AS1	o	ENST00000422749.5	1.43163186509859	0.0666704790583478	6.56267904820901	-0.76871943895061	1.29595988041766	-1.16599800597516	-1.44114923168482	0.802013957272873	-0.981508894592052	-0.868641739514686	1.34520689205832	-0.774932287560835	-1.36245060051343	0.965925388881852	-1.64067812006952	-1.26866362800104	1.87017295882221	-1.37679986427576	-1.83524138008354	-1.63334402822884	1.27978931513893	-0.939426806205402	-0.977361605647962	0.948201297066231	-1.40316762093206	-2.4842806164751	2.18578369436871	0.988774996946593	1.06585028988737	-1.39535105693355	1.29175052159001	-0.664294896981222	1.00576771870184	-1.14570918910244	-1.3206728893619	1.09609106235653	2.55340248870974	-1.71247361465398	0.817836058116124	-1.87543334845741	-1.64766492810002	-1.04202696877409	-1.90577315215796	-2.08466759000867	-2.30769262754961	-1.25657010850506	-1.59537537077913	1.41197247145231	1.88370380514756	-1.61977674461252	-1.22143492160608	-2.21794905470088	-2.18118074113937
STAD	 EGFLAM-AS1	t	ENST00000508986.1	0.00250784361520316	0	0.0105718918329223	2.99414440380191	2.64260729172926	1.89459775406475	1.13457188399156	2.2093348532332	1.01311711605179	-0.885897060656662	-1.14199017153985	1.58009379429318	-1.06075604740188	-0.963698364689124	1.03878132418496	0.807822409387213	-1.59799659395838	-1.39866709509443	-0.652704677451089	-1.0820642639651	0.795640838019551	1.03286807813629	-1.09724685097845	-0.915340827772134	-1.49802621814375	1.04640541160078	2.00549545321057	-0.596717602214624	0.985107909325119	-0.625175942982818	-0.985572613767392	-0.722584392490711	-0.874622811752893	-0.834367538732978	-0.697210281570217	1.90798988304101	-1.73842480104964	-1.15117265392668	-1.10717898170752	-1.58324900142786	-1.10365534162949	1.06860758092556	-1.62008634913354	1.33147693899314	0.884143359626622	-0.630750734851614	-1.69989487158848	-0.527590844804635	-1.60448810877505	-1.55508491674604	-1.37930671512221	0.599705650499081	-1.58123950426099
BRCA	 EGOT	t	ENST00000414938.1	0.245549566925148	0.156128098497978	0.330750395057392	-3.50841185921596	-1.19352693460438	-3.41945737062563	-1.1362877489017	-1.75720495190768	-2.19195779932128	-2.79745949641753	-2.18556605667743	0.955264962378054	-1.24757198122111	-1.32660576943246	-0.734343657363579	-0.984224128762009	1.23313101571391	-2.75131842358815	-1.72550597957571	-1.09153650985248	1.02002477318646	-1.74208325035377	-0.924376156069254	-0.755221885877667	-1.71162861591415	-1.88506572450571	1.48663853700042	-2.65110589429862	-0.684633117640221	1.00996801182506	1.08207698085032	0.524380211746267	0.910271452105443	-1.38279468751794	-1.17466280806281	-0.845586659345065	1.83448584858692	-1.46076518980337	-1.48326968547654	-1.33295620908764	-1.18605287135733	-1.40588358897305	-1.37848615743505	-1.55834931624478	-1.59227298904396	0.810133505891847	-1.47887960392781	-1.14028052564397	-1.55739161378238	1.10020125488026	-0.76259097451706	0.686927403331934	-1.23241134369458
SARC	 EWSAT1	o	ENST00000559914.1	0.0154612623258611	0	0.0549226914060932	-0.834216663660453	1.06680657734356	0.691293447340171	1.0081508055472	0.962917517208592	0.656966430959574	-2.13055192988664	0.879902360585442	-1.41990095887272	-2.27278027492197	-0.912415227702982	1.15223577465605	-1.87104455796474	-1.85453581227083	0.772890293637776	0.878122397821524	0.657475838305955	0.854831980961675	-1.34678299755854	0.831482556899531	1.5586838525031	-2.15499145034914	-1.03438555592992	0.717443979358466	-1.4841277264527	1.04436077439899	0.844223488108689	-1.46628130730973	1.28211251453384	-1.66508741584736	1.12289722879208	1.06388096035472	1.22946230737206	-1.5045613725368	-1.81015253174033	0.819083797431696	-1.9646249893249	-1.91761614322611	1.29842715496008	-2.29553467794786	-1.39489920619325	0.752768758399783	-1.43612820141444	1.69862983167556	-1.58257050753483	-2.4511315723949	0.779100808967546	-2.01282618838133	-2.17970779276054	-2.3867979017068
OV	 FALEC	o	ENST00000416894.1	0.000357586475736569	0	0.00471005260607137	2.36512508371553	1.00252208024141	1.08328770457437	-1.06269466033136	-1.07852288584257	0.963513983126247	0.731736590140784	0.699142954533358	-1.31363691917806	1.09659724374052	-1.08173566204281	-0.681961131845526	-0.909121388196857	-1.1510913608247	-1.27125701320607	-1.60731252779984	-0.714811549672452	-1.46205944505219	-1.56968622378353	0.833053819594478	-0.827000720506461	1.77683803231465	0.660325493462108	-1.19506457299296	-1.63868828026866	-1.44260360398771	-1.27278522332193	1.22667963943906	-1.77077183730882	-1.20806550521227	-2.63286510769129	-1.60305259247748	-2.24166200718855	-1.08082378443423	-0.700018942636932	-1.31213079580742	0.802497199076144	-1.55233529120227	-1.25694495797921	-1.57223064178801	-1.64186249507754	-1.89326531543812	-1.56052946314091	-1.01420813486339	0.751219856547187	-2.38221743217338	0.763877725733739	-1.66722431520896	-1.39733292827981	0.683736108576636
